[00:00:30 - 00:00:37] ♪♪

[00:36:34 - 00:36:43] その時勘違いしてただけであって。それで今は十分全部あるんです。

[00:36:43 - 00:36:51] 十分ではなくてもっとうまいんです。それでも我々の心はまだ悩んでるんですよ。

[00:36:51 - 00:37:00] いまだに家族の中で問題あるんですよ。

[00:37:00 - 00:37:03] いまだに夫婦は喧嘩するでしょ。

[00:37:03 - 00:37:08] いまだに裁判では一生懸命いろいろ裁判を戦っているし。

[00:37:08 - 00:37:11] なんで幸福になったならばそういう問題あるんですかね。

[00:37:11 - 00:37:16] 世界知識レベル高いと言ってるんですね日本では。

[00:37:16 - 00:37:21] でもみんな必死で狂ったような感じで勉強してるんですね。

[00:37:21 - 00:37:24] そんなに知識レベル高ければごく普通に勉強すればいいのに。

[00:37:24 - 00:37:33] なんでこんなに狂ってるんですかね教育に。

[00:37:33 - 00:37:38] そんなに頭が悪いんですかと。

[00:37:38 - 00:37:43] だから必死で狂ったような勉強するの頭が悪い人なんですよ。

[00:37:43 - 00:37:50] 頭がいい人は勉強しないでただ一人でふざけてるんです。

[00:37:50 - 00:37:55] なんでふざけてることできないんですかね。

[00:37:55 - 00:37:59] 例えば学校に行った子どもたちなんか。でももし子どもたちはふざけてるともう先生は一生懸命いらいらするんですね。

[00:37:59 - 00:38:03] ひどいもんそれは先生には才能はなし。

[00:38:03 - 00:38:08] 簡単にそれなんですよ。

[00:38:08 - 00:38:14] 僕が教えていた時は一生懸命真面目に勉強する子はあまり可愛い子なかったんです。

[00:38:14 - 00:38:16] ふざけたり何とかして私をごまかそうとしてたりとか騙そうしてる子はやっぱり可愛いんですよ。

[00:38:16 - 00:38:19] だからこっちもこの野郎なんかは騙そうしてるんではないかと思ってこっちもやる気が出てきてもう教えるんですね。

[00:38:19 - 00:38:25] そこでよくそれは全くみんなそうってわけではなくて私の教えていた経験なんですけど

[00:38:25 - 00:38:30] 一生懸命私の話聞いてメモを書いてノート書いてる学生たちがだいたいそれほど高い点数をもらわなかったんです。

[00:38:30 - 00:38:34] よくよく見ると私は言うことをただ単にそれ丸暗記してそのまんま入ってるだけなんです。

[00:38:34 - 00:38:46] それで私が気持ち悪くなるんです。

[00:38:46 - 00:38:54] 自分が言ったことをまた繰り返す自分で聞きたくないんだから別に。

[00:38:54 - 00:39:03] 正当先に言ったことは私にとって別に面白くないでしょ。

[00:39:03 - 00:39:11] 私にとって面白いのはもっとレベル高い教育だから。

[00:39:11 - 00:39:21] だから彼らの答案読むときはものすごく嫌だな嫌だなと居眠りしながらほとんど読まない。

[00:39:21 - 00:39:30] でちょっと見て。

[00:39:30 - 00:39:33] それで私が気持ち悪くなるんです。

[00:39:33 - 00:39:37] 自分が言ったことをまた繰り返して自分で聞きたくないんだから、ベースに。

[00:39:37 - 00:39:41] 生徒たちに言ったことは私にとって別に面白くないでしょう。

[00:39:41 - 00:39:46] 私にとって面白いのはもっとレベル高い教育だから。

[00:39:46 - 00:39:55] だから彼らの答案を読むときはものすごく嫌だな嫌だなと居眠りしながら、ほとんど読まない。

[00:39:58 - 00:40:00] で、ちょっと見てやります。

[00:40:00 - 00:40:02] そうね、まあこんなもんですねとか。

[00:40:02 - 00:40:08] そこでいい加減な答えを書いている学生たちがいるんですよ。

[00:40:08 - 00:40:11] とすぐ気になっちゃうんですね。

[00:40:11 - 00:40:14] なんだこれいい加減なこと書いてるんですかと。

[00:40:14 - 00:40:16] そこで読んでみると、

[00:40:16 - 00:40:19] まあやっぱりこいつは勉強しててないんだと。

[00:40:19 - 00:40:20] わかるんですよ。

[00:40:20 - 00:40:26] わかるんだけど、なんかどこかでも可愛いんですよ。

[00:40:26 - 00:40:28] 勉強しててないんだけど、

[00:40:28 - 00:40:33] なんとかしようと頑張ってるんです本人が自分の力で。

[00:40:33 - 00:40:38] そこで私は、よし、世界に必要なのはこういうものだと。

[00:40:38 - 00:40:41] 私たち言うことよく聞く人ではなくて、

[00:40:41 - 00:40:44] 自分でなんとかしようと頑張る人だと。

[00:40:44 - 00:40:47] ですからもうポイントを入れるために、

[00:40:47 - 00:40:53] なんとかないんですかと探すんですよ、一生懸命。

[00:40:53 - 00:41:02] 探して何ももう、もう決意をしないで堂々とポイントを挙げるんです。

[00:41:02 - 00:41:07] ですからこの、まあそういうただの例なんだけなんですけど、

[00:41:07 - 00:41:14] まあ頭がいい人、別にそんなに真剣に必死で勉強、もう教育受ける必要ないんです。

[00:41:14 - 00:41:17] 知識レベル高い高いって言うんだけど、

[00:41:17 - 00:41:21] みんなすごい強烈で、まあ教育競争してるんですね。

[00:41:21 - 00:41:29] それはなんとことなく、ただ単に皆様の一ストレスだけなんですよ。

[00:41:29 - 00:41:34] 一生懸命勉強しなかったら大変だと。

[00:41:34 - 00:41:36] 事実見てください。

[00:41:36 - 00:41:42] 勉強したってもしなくなって同じことなんですよ、みんな。

[00:41:42 - 00:41:45] 結局どこかで会社としてもうね、サリマリになっちゃって、

[00:41:45 - 00:41:48] それ人生終わるんだから。

[00:41:48 - 00:41:57] かわいそうなんですね、子供と遊ばないで、もうすごい勉強してて。

[00:41:57 - 00:42:00] たまに子供たちはその疑問ごとに聞くんですよ。

[00:42:00 - 00:42:03] 勉強したら父ちゃんどうなるんですかと。

[00:42:03 - 00:42:12] そうするといい子なのに、その子供を連れて行ってカウンセラーのところに行くんですよ。

[00:42:12 - 00:42:17] ある日このある子供が自殺してて、その文章を書いてあったんです。

[00:42:17 - 00:42:23] もう結構古い話なんですけど、その子はもう文章を書いてあって、

[00:42:23 - 00:42:29] もう学校は何のためにあるんですかと。教育ってどんなものかと。

[00:42:29 - 00:42:35] いろいろ疑問をいっぱい書いてあって、すごい綺麗な文章でしたけど、

[00:42:35 - 00:42:41] その人のことをあまり先生もあまり気に入ってないみたいし、

[00:42:41 - 00:42:44] 他の生徒たちもそれほど気に入ってないみたい。

[00:42:44 - 00:42:49] まあいい加減なことを言ってるやつだと。わがままだと。

[00:42:49 - 00:42:53] 僕は文章を読んだところで、もったいない子供だなと、

[00:42:53 - 00:42:56] 素晴らしい子供だなと思ったんですよ。

[00:42:56 - 00:43:01] もし私に会う子供であったら、僕は宝物のように育てるんですよ。

[00:43:01 - 00:43:04] なぜかというとものすごくいい加減だから。

[00:43:04 - 00:43:08] 自分言いたいほどは言うんだから。

[00:43:08 - 00:43:12] 自分の意見伸びるんだから。

[00:43:12 - 00:43:17] ロボットじゃないんだから。本物の人間なんです。

[00:43:17 - 00:43:21] そこで本物の人間たまに出来上がっちゃう。どうしますかというと、

[00:43:21 - 00:43:24] 我々はみんなその人を殺しちゃうんです。

[00:43:24 - 00:43:29] この自殺する子供たちが、自分で自殺するのではないんですよ。

[00:43:29 - 00:43:33] 大人が刺させてるんですよ。

[00:43:33 - 00:43:39] 学校の先生たちも親もみんな。

[00:43:39 - 00:43:43] だから心はもともとすごい自由なんですよ。

[00:43:43 - 00:43:47] それを抑えようとしてるんだからそうなってるんです。

[00:43:47 - 00:43:53] 恐ろしいもんなんです。

[00:43:53 - 00:43:58] ですから我々はこの、言いたかったらちょっとポイント外れましたけど、また戻ります。

[00:43:58 - 00:44:05] この教育は最高のレベルに行ったって、私たちの苦しみはそのまんまなんです。

[00:44:05 - 00:44:10] 必死で勉強しなくちゃいけないという苦しみはそのまんまなんです。

[00:44:10 - 00:44:14] 経済的な最高な最頂点に登っても、必死で仕事をしなくちゃいけないと。

[00:44:14 - 00:44:22] 成長率はさらにさらに高くしなくちゃいけないという苦しみがそのまんまなんです。

[00:44:22 - 00:44:31] 昔は昔の日本人はちょっとしたことで喧嘩してたんですよ。

[00:44:31 - 00:44:36] 米ちょっとということでちょっとしたことでお金がなかったんだから。

[00:44:36 - 00:44:42] 昔よく喧嘩してたのは貧しかったんだからと、

[00:44:42 - 00:44:45] 偉そうに我々は嘘を言うんだけど、じゃあなんで今喧嘩してるんですか。

[00:44:45 - 00:44:50] ということは豊かであろうが我々お互いの心の葛藤はそのまんまなんです。

[00:44:50 - 00:44:57] 何一つも心の問題は解決してないんです。

[00:44:57 - 00:45:02] 昔も今もこれからも。

[00:45:02 - 00:45:06] ということは人生っていうのは結局頑張ったっても水の流れなんですよ。

[00:45:06 - 00:45:15] みんな一生懸命頑張るんだけど結局最後に全部パワーなんです。

[00:45:15 - 00:45:20] 何にも結果がないんです。

[00:45:20 - 00:45:25] 虚しいんです。

[00:45:25 - 00:45:29] じゃあ子供育てに子育てに必死になってるお母さんたちが知ってるでしょうね。

[00:45:29 - 00:45:35] 一生懸命命でもあげますよと思って子供育てるんだけど、

[00:45:35 - 00:45:39] まあ10分、14、5、6になっちゃったらどうなるんですか子供は。

[00:45:39 - 00:45:44] お母さんにぶん殴って出て行っちゃうんだから。

[00:45:44 - 00:45:48] それ自分が寂しくて一人でじっと待ってるだけなんですよ。

[00:45:48 - 00:45:53] 先生帰ってこない。

[00:45:53 - 00:45:57] 結局最後そんなもんなんですよ。

[00:45:57 - 00:46:04] 我々は年々病気になってくると子供助けになれないし旦那も助けになれないしお子さんも助けになれないし。

[00:46:04 - 00:46:08] もう薬も効かないし。

[00:46:08 - 00:46:14] 虚しいんですね。

[00:46:14 - 00:46:18] ですからこの人生っていうのは究極的にすごく虚しいものである。

[00:46:19 - 00:46:23] 苦しいものであると。

[00:46:23 - 00:46:29] 我々の努力は結局無駄な方向の努力であるということをまず確認してください。

[00:46:29 - 00:46:31] ポイントはこれから来るんです。

[00:46:31 - 00:46:39] それ暗い確認なんです。

[00:46:39 - 00:46:42] 暗い確認だけど本当なんです。

[00:46:42 - 00:46:46] その本当のものを確認した上でそれをしっかり確認して忘れないようにできれば自分の部屋や台所やあっちこっちトイレでもあっちこっち書いておいてください。

[00:46:46 - 00:46:49] その暗い文章。

[00:46:49 - 00:46:53] それは皆様のストレスと病気を治す方法を通しておっしゃってるんだから。

[00:47:17 - 00:47:23] 試しにやってみてください。

[00:47:23 - 00:47:30] 人生は結局どう頑張っても虚しいですと。

[00:47:30 - 00:47:33] どんなことしたっても苦しいですよと。

[00:47:38 - 00:47:44] 最後は全部パーだと。

[00:47:44 - 00:47:47] で書いてみてください。

[00:47:47 - 00:47:53] 一週間以内で皆様が何か結果を得られるはずなんです。

[00:47:53 - 00:47:57] まあどっちに。

[00:47:57 - 00:48:02] それからのポイントなんですね。

[00:48:02 - 00:48:05] 今皆様方私に答えてくれたんです。

[00:48:05 - 00:48:10] じゃあ皆様方一応答え知ってるんです。

[00:48:15 - 00:48:17] じゃあ人生は結局サイドはそうだからどうすればいいんですかね。

[00:48:21 - 00:48:24] 今皆様が何をなさったんですか私の話を聞いて。

[00:48:24 - 00:48:30] なんともなくニクニク笑ったでしょ。

[00:48:30 - 00:48:34] そこなんですよ別に。

[00:48:34 - 00:48:40] だから結局もうアホなことだからやってるのは祖先。

[00:48:40 - 00:48:44] ですからなんで苦しんでひどい顔をして泣きながら悩みながらいるんですかね。

[00:48:44 - 00:48:48] 何の意味もないんですよ。

[00:48:48 - 00:48:52] 必死で鬼の顔をして勉強したっても結局バカになるんだから最後に。

[00:48:52 - 00:48:58] どれほど勉強したっても年取っちゃったらもうただのアホですから。

[00:48:58 - 00:49:05] あの勉強は全部無駄なんです。

[00:49:05 - 00:49:08] そこで我々男たちが若い時は一生懸命元気で健康的で頑張っちゃうでしょ。

[00:49:08 - 00:49:16] 年取ると奥さんの手を繋がって歩くんですね。

[00:49:16 - 00:49:23] 恥ずかしくてしょうがないでしょうね男ならに。

[00:49:23 - 00:49:27] 奥さんが小さい時は体が弱いんだけどもう80歳になってもいくらか元気なんですね。

[00:49:27 - 00:49:33] 僕はもう老夫婦見るんです。いつでも老夫婦の間では旦那さんがものすごい体が病弱弱いんですね。

[00:49:33 - 00:49:37] 奥さんの方がいつでももう支えて奥さんも病気でおばあちゃんになんない。

[00:49:37 - 00:49:40] 恥ずかしくてしょうがないでしょうね。男なのに。

[00:49:40 - 00:49:47] 王子さんが小さいとから体が弱いんだけど80歳になってもいくらか元気なんですね。

[00:49:47 - 00:49:56] 僕はもう老婦婦を見るんです。いつでも老婦婦の間では旦那さんがものすごい体が病弱弱いんですね。

[00:49:56 - 00:49:58] 王子さんの方がいつでも支えて。

[00:50:00 - 00:50:06] 年取っている自分の旦那さんを支えているんですね。

[00:50:06 - 00:50:09] おかしいんじゃないんですよ、世の中っていうのは。

[00:50:09 - 00:50:17] 男はすごい力強さを得るために頑張ったのに、なんであの結果は。

[00:50:17 - 00:50:25] ですから我々は必死でスポールするわ、勉強するわ、仕事するわ、お化粧するわ、

[00:50:25 - 00:50:33] いろんなことをして、結局何にもないんだから、私が言うのは楽にしなさいと。

[00:50:33 - 00:50:37] そんなにストレス溜まる必要ないんだと。

[00:50:37 - 00:50:42] 勉強は気楽にしてくださいと。楽しく、大遊び通して。

[00:50:42 - 00:50:48] 遊びは最後に何もないでしょ。人生っていうのはゲームみたいなもんだから。

[00:50:48 - 00:50:54] ゲームっていうのはやるときは楽しいんだけど、終わったらゲームオーバー。

[00:50:54 - 00:51:00] ゲームセンターいろいろありますね。100円、200円入れて、もうなんとかチャーチャー、カチャカチャカチャカチャとやってゲームやってますね。

[00:51:00 - 00:51:04] それもう100円切れちゃったらゲームオーバー。

[00:51:04 - 00:51:08] それで悔しいんだけど帰らなくちゃいけないんですね。

[00:51:08 - 00:51:11] 人生もそんなもんなんですね。

[00:51:11 - 00:51:16] 女性の若い時の美しの戦いも一つのゲームなんですよ。

[00:51:16 - 00:51:20] それは35、40代になるまでそれをゲームをやって、

[00:51:20 - 00:51:24] まあ、中年になってきたらもうゲームオーバー。やめてくださいと。

[00:51:24 - 00:51:29] 我々はそうじゃなくてまたさらに進む場合もありますけど、それは何にもないです。

[00:51:29 - 00:51:35] 男の力強さのゲームも40代になってくるともうほとんどゲームオーバーなんです。

[00:51:38 - 00:51:46] ですからそれに何でそんなに必死で歯を噛んで鬼の顔をしてやってますか。

[00:51:50 - 00:51:54] すごく楽にすいましょう。

[00:51:54 - 00:51:59] スポーツと同じですよ、全部人生は。

[00:51:59 - 00:52:03] 例えば野球とか見にいらっしゃるでしょ。

[00:52:03 - 00:52:12] その時って負け、もう色々叫んだり泣いたり色々応援したりして終わったら帰るでしょうね。

[00:52:14 - 00:52:16] それだけのことだから。

[00:52:16 - 00:52:23] ですから仕事にしろか子育てにしろか教育にしろかうちの奥さんの、うちの仕事であろうかすごくリラックスしてニコニコのんびり、

[00:52:25 - 00:52:35] のんびりという言葉はちょっとおかしいんだけどニコニコとやらなくちゃいけないんですよ。

[00:52:35 - 00:52:42] それできるなのは何も最後に意味がない場合だけなんです。

[00:52:42 - 00:52:48] これ大変だ、これ大事だと思うとみんな真剣になっちゃうんです。

[00:52:49 - 00:52:53] でも大変だ、大事だということは何一つも世の中でないんです。

[00:52:55 - 00:53:00] 全部あるんです。

[00:53:01 - 00:53:03] 例えばメスビジとか名前挙げるのは大変失礼なんですけど大きな会社ありますね、日本では。

[00:53:04 - 00:53:09] 巨大な会社とか。

[00:53:09 - 00:53:15] そういうふうな巨大な会社作ったっても長短期でお金持っていたっても死ぬ時は何にも持っていかない。

[00:53:15 - 00:53:25] ただ1円もなし、人で死んじゃうんでしょ。

[00:53:26 - 00:53:32] だからバカバカらしいんじゃないんですか、結局。

[00:53:32 - 00:53:36] 必死で何のために金儲けたんですかね。

[00:53:36 - 00:53:39] あれ何の役に立ったんですかね。

[00:53:39 - 00:53:42] 何なのもないんです。

[00:53:42 - 00:53:44] ですから皆様方できれば住友でもいいんだけど三菱でもいいんだけどトヨタでもいいんだけどそれぐらい大きな会社作れたかればどうぞ作ってください。

[00:53:44 - 00:53:51] でもそれに命だけかけるなと。

[00:53:52 - 00:53:57] そんなもんはゲームであろうと。

[00:53:57 - 00:54:00] ちょっとした退屈だからするゲームなんですよ。

[00:54:00 - 00:54:03] それは戦術ですからそれを理解すればパッと人生明るくなるんです。

[00:54:03 - 00:54:08] ですからお釈迦様は人生は子であると虚しいんであるとおっしゃったのはそれを理解するたびに人間が幸福を見つかるんです。

[00:54:11 - 00:54:17] 皆様方天国に行ってあるいは極楽堂に行って幸福になると思っているでしょ。

[00:54:18 - 00:54:21] だからそこがおかしいんですよ。

[00:54:21 - 00:54:23] 今人生一生苦しんで一生バカをして死ぬ時もバカを見るだけであって極楽にはいけません。

[00:54:23 - 00:54:29] 今もダメな人はどうやって次に良くなるんですかね。

[00:54:30 - 00:54:35] ですから本気で言ってますよ。

[00:54:37 - 00:54:40] 今の人生はすごい真剣に真面目にみんなに迷惑をかけて一切ストレスばっかり溜まっている人が死ぬ瞬間になったってものすごいストレス溜まっちゃって死にますからどうも残念ながら明るいところに行けるということはちょっと難しいんです。

[00:54:40 - 00:54:44] 今から明るさを見つからないと捕まってないと今もリラックスしてのんびり一生死んでもいいんだと。

[00:54:44 - 00:54:48] 人生はゲームだから死ぬまでのゲームだと。

[00:54:50 - 00:54:54] この仏教でこの瞑想をして完璧に悟り開いた人がアラカンと言うんです。ムッダと言うんです。

[00:54:55 - 00:54:59] そのアラカンになった人は何も欲望はないんだと。

[00:54:59 - 00:55:04] 欲望はないんだから何のために生きているんですかと。

[00:55:04 - 00:55:09] そういう質問を聞かれたことがあるんですね。

[00:55:09 - 00:55:13] そこで答えたのは別に目的があるわけじゃなくてただ死ぬまで待ってるんだと。

[00:55:13 - 00:55:18] それは理想的な生き方なんですよ。

[00:55:21 - 00:55:26] ちょっと死ぬまで待ってろそれだけのことなんです。

[00:55:27 - 00:55:31] ですからなんだこんなこの戦争みたいな生きる戦いかと。

[00:55:32 - 00:55:36] みんな戦争みたいに生きるために戦っているんです。

[00:55:37 - 00:55:41] 戦っても勝てないでしょうに。

[00:55:41 - 00:55:45] 生きるためにいくら戦っても死ぬんだから。

[00:55:45 - 00:55:50] だからかわいそうになんで苦しむんですかね。

[00:55:51 - 00:55:55] この短い人生で瞬間も苦しむ必要はないんです。

[00:55:55 - 00:55:59] 一層でも明るく明るくいることはできるんです。

[00:55:59 - 00:56:03] できるのはただバカみたく明るくなったらただのバカですから知識的に明るくならなくちゃいけない。

[00:56:03 - 00:56:07] どうやって知識的に明るくなるかというとこの人生は結局虚しいんだから結局どう頑張ってもパだからでは明るくしましょうと。

[00:56:12 - 00:56:15] 必死で仕事をしたってもう55歳60歳になると我々は払い箱でしょう。

[00:56:18 - 00:56:22] ですからこの会社にいる短い間では元気で気持ちよく仲良く、

[00:56:23 - 00:56:27] お互いに足を引っ張らないでお互いに嫉妬しないで頑張ればいいのに。

[00:56:27 - 00:56:31] そういうところが会社の中でものすごい弱肉強食の戦争なんですね。

[00:56:32 - 00:56:35] だから自分で勝手に苦しんでるんです。

[00:56:35 - 00:56:39] それで病気になるんです。

[00:56:40 - 00:56:44] ですから病気を治す体を治す二番目のポイントは全てのものは苦であることを理解して

[00:56:44 - 00:56:48] 物事にそれほど真剣にとらわれない。

[00:56:49 - 00:56:53] でものすごく明るく明るくその瞬間その瞬間。

[00:56:53 - 00:56:57] 充実して生きることです。

[00:56:58 - 00:57:02] 覚えておいてくださいちょっと文章は長いんだけど。

[00:57:02 - 00:57:06] 人生は苦しいであることを理解して。

[00:57:06 - 00:57:10] 物事に執着しないで。

[00:57:10 - 00:57:14] その時その時。

[00:57:14 - 00:57:20] 明るく充実してその瞬間その瞬間生きることです。

[00:57:21 - 00:57:26] ですから分かりやすくすごく引いて短くしています。

[00:57:26 - 00:57:30] 今の瞬間今の瞬間。

[00:57:30 - 00:57:34] 今の瞬間。

[00:57:34 - 00:57:38] 今の瞬間。

[00:57:38 - 00:57:42] 今の瞬間。

[00:57:42 - 00:57:46] 今の瞬間。

[00:57:46 - 00:57:50] 今の瞬間私たちに明るくニコニコと元気でいることができれば、

[00:57:50 - 00:57:54] それで満足してください。

[00:57:56 - 00:58:00] 例えば病気であろうかいいんですよ。

[00:58:00 - 00:58:04] 今の瞬間どうですかと。

[00:58:04 - 00:58:08] 今は別にいくらか我慢できるとそれで十分じゃないんですか。

[00:58:08 - 00:58:12] すべてのものは苦であることを理解して、

[00:58:12 - 00:58:16] 物事にそれほど真剣にとらわれないで、

[00:58:16 - 00:58:20] ものすごく明るく明るく、その瞬間その瞬間、

[00:58:20 - 00:58:24] 充実して生きることです。

[00:58:24 - 00:58:28] 覚えておいてください。ちょっと文章は長いんだけど。

[00:58:31 - 00:58:35] 人生は苦しいであることを理解して、

[00:58:35 - 00:58:39] 物事に執着しないで、

[00:58:39 - 00:58:43] その時その時、

[00:58:43 - 00:58:47] 明るく充実してその瞬間その瞬間、

[00:58:47 - 00:58:51] 生きることです。

[00:59:05 - 00:59:09] 分かりやすくすごく引いて短くしています。

[00:59:09 - 00:59:13] 今の瞬間、

[00:59:13 - 00:59:17] 今の瞬間、

[00:59:17 - 00:59:21] 今の瞬間、

[00:59:21 - 00:59:25] 今の瞬間、

[00:59:25 - 00:59:29] 今の瞬間、

[00:59:29 - 00:59:33] 今の瞬間、

[00:59:33 - 00:59:37] 今の瞬間、私だけに明るく、

[00:59:37 - 00:59:41] ニコニコと元気でいることができれば、

[00:59:41 - 00:59:45] それで満足してください。

[00:59:45 - 00:59:49] 例えば病気であろうがいいんですよ。

[00:59:49 - 00:59:53] 今の瞬間どうですかと。

[00:59:53 - 00:59:57] 今は別にいくらか我慢できると。それで十分じゃないですかと。

[01:00:00 - 01:00:05] それはものすごい高度な深い心理なんです。

[01:00:05 - 01:00:12] 僕はものすごく皆様におっしゃっていることは今も実践して喋っているんだから、

[01:00:12 - 01:00:18] 何かいい加減喋っているような感じなんですけど、本当はすごい深い

[01:00:18 - 01:00:25] 宇宙の法則の心の法則の心理に基づいて今も喋っているんですよ。

[01:00:25 - 01:00:30] そういうことを言っちゃったら皆様方はもう驚くほど難しい世界かもしれません。

[01:00:30 - 01:00:35] でもだからでって私もそんなことはどうでもいいということで、

[01:00:35 - 01:00:41] 今さえ明るく皆様が理解すればいいということで簡単に喋るんです。

[01:00:41 - 01:00:47] でも今私が言っていることは一つも冗談ではありません。

[01:00:48 - 01:00:53] 心理であることだけ覚えておいてください。

[01:00:55 - 01:01:12] そこでちょっと伝統的な仏教に戻りますけど、

[01:01:12 - 01:01:21] 我々にこの仏教の人々にお釈迦様が大変親切に毎日毎朝感謝するものを教えているんです。

[01:01:21 - 01:01:25] 人間なら余計なことを考えるんだからお釈迦様は余計なことを考えるなと。

[01:01:25 - 01:01:30] 考えたらあんた方はもう信じられないご飯を食べてとんでもないんだと。

[01:01:30 - 01:01:36] ですからこういうふうに考えてください。

[01:01:36 - 01:01:42] その方が明るい考え方だとおっしゃっているんです。

[01:01:42 - 01:01:46] 明るい考え方でおっしゃっているのはどういうものかというと、

[01:01:46 - 01:01:50] いっすでも自分の体はすごい汚く汚いんだと。

[01:01:50 - 01:02:04] 臭いんだと。醜いんだと。ものすごい不浄だと。

[01:02:04 - 01:02:10] 徹底的に実感して観察しなさい。

[01:02:10 - 01:02:16] 皆様とちょっと違うんです。我々皆様というのは失礼なんですけど、

[01:02:16 - 01:02:21] 世の中の人間が考えていることとは違うでお釈迦様が言うことは。

[01:02:21 - 01:02:26] お釈迦様はそういう考え方は明るいだと思っているんです。

[01:02:26 - 01:02:33] その体はこの古い便所に例えているんです。

[01:02:33 - 01:02:40] 古いというのはもうすかってすかってもうそれ以上すかえない。

[01:02:41 - 01:02:46] もういわゆる不浄なものでも満杯になっているんです。

[01:02:46 - 01:02:59] そういう古い満杯になっている便所というのはどこから見たっても汚いんですよ。

[01:02:59 - 01:03:06] そういうふうに自分の体を見てください。観察してください。

[01:03:06 - 01:03:12] 体からいつも出るものは全部汚いんだと。

[01:03:12 - 01:03:15] それは事実なんですね。

[01:03:15 - 01:03:21] 体から何ですかね出るものは。金銀宝石?お金?

[01:03:21 - 01:03:25] 体から何を出るんですかね。

[01:03:25 - 01:03:29] 体には金銀宝石お金やらいろんなもの必要ですけど、

[01:03:29 - 01:03:33] 体は作るものは何ですかね。

[01:03:33 - 01:03:37] すごい高価な料理を体に食べさせますけど、

[01:03:37 - 01:03:42] 体はそれは工場に入れちゃって何を出すんですかね。

[01:03:42 - 01:03:45] だから不浄作る工場なんですね。

[01:03:45 - 01:03:49] 汗が出るわ、つば焼きは、鼻水が出るわ、どこから見たっても何重で汚いんですよ。

[01:03:49 - 01:03:56] ものすごい綺麗な服なんか一回二回着たらもう汚くなっちゃうし。

[01:03:56 - 01:04:03] すっごいえらい汚いの塊なんですね。

[01:04:03 - 01:04:08] ですからそれを観察してください。それ一つ。

[01:04:08 - 01:04:12] もう一つ。

[01:04:12 - 01:04:15] 私は今は元気ですけど、一生病気になって倒れるかわからない。

[01:04:15 - 01:04:18] いつ死ぬかわからない。

[01:04:18 - 01:04:25] いつ私の持っているものはなくなるかわからない。

[01:04:25 - 01:04:28] そういうふうに観察してください。

[01:04:28 - 01:04:35] 私の好きな人々、兄弟やら親戚やら子供たちやらお友達やら、いろいろ好きな人がいっぱいいるんだけど、

[01:04:35 - 01:04:38] そういう好きな人々から一足離れるかわからないんだと。

[01:04:38 - 01:04:46] 私は全部捨てていかなくちゃいけないんだと。

[01:04:46 - 01:04:54] この世の中でどんな偉い先生になっていたっても、

[01:04:54 - 01:04:59] 全部捨てて一人静かに寂しく出ていかなくちゃいけないんだと。

[01:04:59 - 01:05:03] そういうふうなことを観察してください。

[01:05:03 - 01:05:10] いろいろ瞑想方法なんです。

[01:05:10 - 01:05:17] あるいは体の構想を観察してください。

[01:05:17 - 01:05:24] この私私と威張って傲慢で思っていますけど、別々に見るとものすごい汚いものだ。

[01:05:24 - 01:05:28] 例えば皮膚。人間の皮膚なんか抜いてみて想像してみてください。

[01:05:28 - 01:05:36] 例えば鹿とか虎とかの動物の皮膚なんか抜いてみたらものすごい高価な牛乳禁止しているんですね、皮とかね。それぐらい高価なものなんです。

[01:05:36 - 01:05:42] 人間の皮はどうですかね。皮を剥いてみたら。

[01:05:42 - 01:05:47] 想像することができないと気持ち悪いんですね。

[01:05:47 - 01:05:52] 象の皮なんかは、象の皮なんかはもう牛乳はどこにも禁止。

[01:05:52 - 01:05:56] 持っていることも禁じられているんですね、国際法で。

[01:05:56 - 01:06:01] でも象山が死んでもあの皮一本はもう何十万円もかかりますよ。商売できた時でも。

[01:06:01 - 01:06:06] すごい高価なんです。高価なものなんです。私たちの皮は。

[01:06:07 - 01:06:13] 皮が抜いちゃったら誰か売りに出してみてください。売れるかどうか。

[01:06:13 - 01:06:17] 例えばすごいお金払ってね、ものすごくみんな入れ歯なんか育っていますけど、これにはもう30万かかったとかね、45万円あったとか偉そうに言うんだけど、その入れ歯は売れますかね、1円でも。

[01:06:17 - 01:06:27] そういうふうに体の部分に分けて歯を観察する。皮膚を観察する。髪の毛を観察する。

[01:06:27 - 01:06:31] 体の毛を観察する。内臓を観察する。

[01:06:31 - 01:06:34] 腎臓とかね、心臓、肺、胃、腸、腸の中のものとか観察してみてください。

[01:06:34 - 01:06:44] そうするとものすごい気持ち悪くなるんです。

[01:06:44 - 01:06:48] それは狙いなんです。

