[00:00:30 - 00:00:36] 槁 競馬
[00:00:52 - 00:00:54] いろんなことを
[00:29:27 - 00:29:31] その考え方が一番いいんですよ。
[00:29:31 - 00:29:33] それは社会に入ったら、
[00:29:33 - 00:29:36] ものすごい危険な考え方のように聞こえますけど、
[00:29:36 - 00:29:39] それは危険じゃないんです。
[00:29:39 - 00:29:42] 大したことをしようとして世界を破壊して、
[00:29:42 - 00:29:47] もうみんな自己破壊の道に行っているんだからね。
[00:29:47 - 00:29:52] 女性の方々はものすごく自分を美しく見せるために、
[00:29:52 - 00:29:55] 綺麗に見せるために何らかんでも完璧にしようと思って、
[00:29:55 - 00:29:59] すごい苦しんでいるんですよ。
[00:30:00 - 00:30:12] まあそこまでしなくたってもいいんだと、ほっとすればあの恐ろしい苦しみが全部じわじわと消えてしまっちゃうんです。
[00:30:12 - 00:30:22] 男性の場合もものすごくしっかりしなくちゃとかね、もうしっかり仕事をしなくちゃとか、完璧に仕事をしなくちゃとか、
[00:30:22 - 00:30:32] 完璧に勉強しなくちゃとか、そんな余計な、まあくだらん考え方、やめてほしいんです。
[00:30:32 - 00:30:42] なんでくだらん考え方と申し上げると、誰一人も完璧に仕事をしたことはないんですよ。
[00:30:42 - 00:30:50] みんな程々にやっているのに、なんで心の中だけすごく威張って、嘘ついているんですか、自分に。
[00:30:50 - 00:30:54] 自分はしっかりしているんだと。
[00:30:54 - 00:31:01] それは嘘なんですね。ですから、まあ、正直になって、
[00:31:01 - 00:31:05] まあ、物事は程々でいいんだと。
[00:31:05 - 00:31:09] 完璧にはできませんと。
[00:31:10 - 00:31:16] 例えばこちらで、私はリパッサナー、瞑想指導をしていますけど、
[00:31:16 - 00:31:21] その時でも、なかなか結果が出てこないんですね、実践する人は。
[00:31:21 - 00:31:25] なぜかというと、頭の中で、まあしっかりやりますと思っているんですね。
[00:31:25 - 00:31:33] 私はそれ嘘だと知っているんだけど、言ったら怒られますから言わないし、嘘を言うなと。
[00:31:34 - 00:31:39] だから、自分にできるだけのことを精一杯頑張ってもらえば、
[00:31:39 - 00:31:45] 私はものすごい早く成長するように指導できるのに、それはなし。
[00:31:45 - 00:31:48] 正直じゃないんですね。
[00:31:48 - 00:31:53] だから、僕にも喋りたくても喋る用もなくなっちゃうんです。
[00:31:54 - 00:31:59] だから、どんな社会に浸ってもそんなもんなんです、人間は。
[00:32:00 - 00:32:03] だから、もうややこしくなりますから覚えておいてください。
[00:32:03 - 00:32:10] もう完璧に物事をしようと思うことは、不自然であります。
[00:32:10 - 00:32:13] 非現実的であります。
[00:32:16 - 00:32:18] 不完全でいいんだと。
[00:32:22 - 00:32:25] でもいい加減ではありませんと。
[00:32:25 - 00:32:28] それは私の精一杯だと。
[00:32:30 - 00:32:35] 世界評価するのは、我々の精一杯の仕事であって、
[00:32:35 - 00:32:38] 完全な仕事ではないんです。
[00:32:39 - 00:32:43] お母さんには完全な子育てはできません。
[00:32:44 - 00:32:46] 決して。
[00:32:47 - 00:32:53] それ、完全な子供を育てようと思ったら、結局殺人者で終わるんですよ。
[00:32:55 - 00:32:58] ですから、それはあり得ないんです。
[00:32:58 - 00:33:05] お母さんから社会は必要としているのは、精一杯頑張ってくださいと。
[00:33:05 - 00:33:12] それで子供はどうなろうか、みんな、あのお母さんは一生懸命頑張りましたと。
[00:33:13 - 00:33:15] それは褒めるんですよ。
[00:33:15 - 00:33:20] そこで子供も、お母さんもお母さんなりによく頑張りましたと。
[00:33:20 - 00:33:24] じゃあ私もいい加減なことをしてはいけないんだと、よくなるんです。
[00:33:25 - 00:33:32] それ、完璧主義、潔癖主義とか、そんな病気を増す。
[00:33:32 - 00:33:36] 簡単だから捨ててください、心の中から。
[00:33:36 - 00:33:41] ですから、テーマは覚えやすいように言うならば、
[00:33:41 - 00:33:47] 完璧になるんではなくて、精一杯すると。
[00:33:48 - 00:33:54] 自分にできる範囲で、とことん頑張るんだと。
[00:33:58 - 00:34:04] ですから、誰かがそれはちょっと間違っているのではないかと言ったっても、別に気にする必要はないんですよ。
[00:34:04 - 00:34:08] 例えば、男性の場合、仕事は、自分が精一杯しました。
[00:34:08 - 00:34:13] そこで上司が、あんたこれそこら辺そこら辺ちょっとダメではないかと。
[00:34:13 - 00:34:18] ただ、そこでお腹が痛くなるでしょう。痛くなる必要はないんです。
[00:34:18 - 00:34:23] なぜかというと、自分が精一杯していたんだから、すいませんでした。
[00:34:23 - 00:34:27] と言えば、それで終わりますよ。そうですかと。
[00:34:29 - 00:34:31] それだけなんです。
[00:34:33 - 00:34:40] そこで上司が、頭の良い上司だったら、その人は精一杯頑張っているんだから、それで十分だと。
[00:34:40 - 00:34:46] もし、その人はさらに上達する可能性があるならば、さらに上達するようにしましょうと。
[00:34:46 - 00:34:54] もし、それはギリギリだったら、この残りの仕事は他の人に頼むしかないんですよ。
[00:35:00 - 00:35:07] ですから、そのレベル高い諦めですかね。行動な諦めみたいなものなんですね。
[00:35:07 - 00:35:10] 人間は不感染であると。
[00:35:16 - 00:35:28] 心がそれを消えて、一切全部消えちゃったら、結構病気というのは消えてしまうんです。
[00:35:28 - 00:35:38] で、次のポイント。
[00:35:47 - 00:35:49] 次のポイントはこれです。
[00:35:49 - 00:35:58] この人生というのは、どう頑張っても結構苦しいものですよ。
[00:36:00 - 00:36:08] 皆様方一生懸命、戦争終わった時から一生懸命頑張って、幸福な社会作ろうと頑張ったんです。
[00:36:08 - 00:36:13] それで経済的に世界どんな国も追い起こしちゃったんですね。
[00:36:13 - 00:36:16] それで幸福になったんですか。
[00:36:17 - 00:36:26] 物はあるんだけど、物はあることを幸福ですかね。
[00:36:32 - 00:36:40] 幸福になるというか、我々はやっぱり人生というのは大変なんですよ。
[00:36:40 - 00:36:48] 戦争終わった時は当時の方々は食べ物がなくて、着る物がなくて、すごい苦労してたんですね。
[00:36:48 - 00:36:57] その時はその痛みの強さによって、十分食べ物さえあれば、十分お金さえあれば、我々は大丈夫だと。
[00:36:57 - 00:37:00] その時、勘違いしただけであって。
[00:37:00 - 00:37:04] それで今は十分全部あるんです。
[00:37:04 - 00:37:07] 十分ではなくてもっとあるんです。
[00:37:07 - 00:37:10] 十分ではなくてもっとあるんです。
[00:37:10 - 00:37:15] それでも我々の心はまだ悩んでるんですよ。
[00:37:15 - 00:37:20] いまだに仮則の中で問題あるんですよ。
[00:37:20 - 00:37:23] いまだに夫婦は喧嘩するでしょ。
[00:37:23 - 00:37:30] いまだに裁判では一生懸命、いろいろ裁判で戦ってるし。
[00:37:31 - 00:37:37] なんで幸福になったならば、そういう問題あるんですかね。
[00:37:37 - 00:37:42] 世界一知識レベルが高いと言ってるんですね。日本では。
[00:37:42 - 00:37:49] でもみんな必死で狂ったような感じで勉強してるんですね。
[00:37:49 - 00:37:54] そんなに知識レベルが高ければ、ごく普通に勉強すればいいのに。
[00:37:54 - 00:37:58] なんでこんなに狂ってるんですかね、教育に。
[00:37:58 - 00:38:02] そんなにも頭が悪いんですかと。
[00:38:02 - 00:38:07] だから必死で狂ったような勉強をするのは頭が悪い人なんですよ。
[00:38:07 - 00:38:13] 頭がいい人は勉強をしない。ただ一日中ふざけてるんです。
[00:38:13 - 00:38:15] なんでふざけてることができないんですかね。
[00:38:15 - 00:38:18] 例えば学校に行った子どもたちなんか。
[00:38:18 - 00:38:24] もし子どもたちがふざけてると、もう先生は一切たまっちゃってイライラするんです。
[00:38:24 - 00:38:29] ひどいものは、それは先生には才能はなし。
[00:38:29 - 00:38:34] 簡単にそれなんですよ。
[00:38:34 - 00:38:46] 僕が教えていたときは、一生懸命真面目に勉強する子はあんまりかわいい子なかったんです。
[00:38:46 - 00:38:53] ふざけたり、なんとかして私をごまかそうとしたりとかね、だまそうしてる子はやっぱりかわいいんですよ。
[00:38:53 - 00:39:02] だからこっちもこの野郎なんかをだまさせてるんではないかと思って、こっちもやる気が出てきて教えるんです。
[00:39:02 - 00:39:10] それは全くみんなそうというわけではなくて、私のちょっとした経験なんですけど、
[00:39:10 - 00:39:20] 一生懸命私の話聞いてメモを書いたりノート書いたりしていた学生たちがだいたいそれほど高い点数をもらわなかったんです。
[00:39:20 - 00:39:29] よくよく見ると私は言うことをただ単にそれ丸暗記してそのまんま書いてるだけなんです。
[00:39:29 - 00:39:32] それで私が気持ち悪くなるんです。
[00:39:32 - 00:39:36] 自分が言ったことをまた繰り返して自分で聞きたくないんだから、ベースに。
[00:39:36 - 00:39:40] 生徒たちに言ったことは私にとって別に面白くないでしょう。
[00:39:40 - 00:39:46] 私にとって面白いのはもっとレベル高い教育だから。
[00:39:46 - 00:39:56] だから彼らの答案を読むときはものすごく嫌だな嫌だなと居眠りしながらほとんど読まない。
[00:39:56 - 00:39:59] で、ちょっと見てやります。
[00:40:00 - 00:40:02] そうね、まあこんなもんですね、とか。
[00:40:02 - 00:40:08] そこでいい加減な答えを書いている学生たちがいるんですよ。
[00:40:08 - 00:40:11] そこが気になっちゃうんですね。
[00:40:11 - 00:40:14] なんだこれ、いい加減なことを書いているんですか、と。
[00:40:14 - 00:40:19] そこで読んでみると、やっぱりこいつは勉強していないんだ、と。
[00:40:19 - 00:40:26] わかるんですよ。わかるんだけど、なんかどこかでも可愛いんですよ。
[00:40:26 - 00:40:33] 勉強していないんだけど、なんとかしようと頑張っているんですよ、本人が自分の力で。
[00:40:33 - 00:40:38] そこで私は、よし、世界に必要なのはこういうものだ、と。
[00:40:38 - 00:40:44] 私たちの言うことをよく聞く人ではなくて、自分でなんとかしようと頑張る人だ、と。
[00:40:44 - 00:40:53] ですから、もうポイントを入れるために、なんとかないんですか、と探すんですよ、一生懸命。
[00:40:53 - 00:40:59] 探して、何もケチをしないで堂々とポイントをあげるんです。
[00:41:03 - 00:41:15] ですから、ただの例だけなんですけど、頭がいい人は別にそんなに真剣に必死で勉強、教育を受ける必要はないんです。
[00:41:15 - 00:41:22] 知識では高い高いと言うんだけど、みんなすごい強烈さで教育を競争しているんですね。
[00:41:22 - 00:41:28] それはなんとことなく、ただ単に皆様のストレスだけなんですよ。
[00:41:30 - 00:41:33] 一生懸命勉強しなかったら大変だと。
[00:41:34 - 00:41:40] 事実を見てください。勉強したってもしなくたって同じことなんですよ、みんな。
[00:41:42 - 00:41:47] 結局どこかで会社として、もうね、サラリーマンになっちゃって、それ人生終わるんだから。
[00:41:48 - 00:41:53] かわいそうなんですね、子供と遊ばないで、すごい勉強して。
[00:41:56 - 00:42:02] たまに子供たちはその疑問ごとに聞くんですよ。勉強したら実際どうなるんですかと。
[00:42:03 - 00:42:09] そうするといい子なのに、その子供連れて行って、カウンセラーのところに行くんですよ。
[00:42:10 - 00:42:17] ある日、このある子供が自殺させて、文章を書いてあったんです。結構古い話なんですけど。
[00:42:18 - 00:42:23] その子は文章を書いてあって、もう学校は何のためにあるんですかと。
[00:42:24 - 00:42:27] 教育というのはどんなものかと。
[00:42:28 - 00:42:33] いろいろ疑問いっぱい書いてあって、すごい綺麗な文章でしたけど、
[00:42:33 - 00:42:41] その人のことを先生もあまり気に入っていないみたいし、他の生徒たちもそれほど気に入っていないみたいな、
[00:42:42 - 00:42:46] いい加減なことを言っているやつだと。わがままだと。
[00:42:47 - 00:42:53] 僕はあの文章を読んだところで、ああ、もったいない子供だなと、すばらしい子供だなと思ったんですよ。
[00:42:54 - 00:42:58] もし私にああいう子供を出会ったら、僕は宝物のように育てるんですよ。
[00:42:58 - 00:43:00] なぜかというと、ものすごいいい加減だから。
[00:43:01 - 00:43:03] 自分が言いたい放題を言うんだから。
[00:43:04 - 00:43:06] 自分の意見を述べるんだから。
[00:43:08 - 00:43:10] ロボットじゃないんだから。
[00:43:11 - 00:43:13] 本物の人間なんです。
[00:43:14 - 00:43:17] そこで本物の人間がたまに出来上がっちゃうと、どうしますかと。
[00:43:18 - 00:43:20] 我々はみんなその人を殺しちゃうんです。
[00:43:21 - 00:43:25] この自殺する子供たちが、自分で自殺するんです。
[00:43:25 - 00:43:29] 自殺する子供たちが、自分で自殺するんではないんですよ。
[00:43:30 - 00:43:32] 大人が刺さっているんですよ。
[00:43:33 - 00:43:36] 学校の先生たちも親もみんな。
[00:43:39 - 00:43:43] だから心はもともとすごい自由なんですよ。
[00:43:44 - 00:43:47] それを抑えようとしているんだからそうなっているんです。
[00:43:48 - 00:43:50] 恐ろしいものなんです。
[00:43:51 - 00:43:53] ですから我々は、
[00:43:56 - 00:44:00] 言いたかったポイントを忘れましたけど、また戻ります。
[00:44:02 - 00:44:07] 教育は最高のレベルにいったって、私たちの苦しみはそのままなんです。
[00:44:08 - 00:44:11] 必死で勉強しなくちゃいけないという苦しみはそのままなんです。
[00:44:12 - 00:44:16] 経済的な最高の最頂点に上っても、
[00:44:16 - 00:44:19] 必死で仕事をしなくちゃいけないと。
[00:44:20 - 00:44:27] 成長率はさらにさらに高くしなくちゃいけないという苦しみがそのままなんです。
[00:44:29 - 00:44:33] 昔の日本人はちょっとしたことで喧嘩していたんですよ。
[00:44:34 - 00:44:39] 米ちょっとしたことでお金がなかったんだから。
[00:44:40 - 00:44:42] 昔よく喧嘩していたのはマシュシュ買ったんだからと。
[00:44:42 - 00:44:45] 昔よく喧嘩していたのはマシュシュ買ったんだからと。
[00:44:46 - 00:44:50] 偉そうに我々は嘘を言うんだけど、じゃあなんで今喧嘩しているんですかと。
[00:44:51 - 00:44:56] ということは、豊かであろうが我々お互いの心の葛藤はそのままなんです。
[00:44:57 - 00:45:01] 何一つも心の問題は解決していないんです。
[00:45:02 - 00:45:04] 昔も今もこれからも。
[00:45:05 - 00:45:14] ということは、人生というのは結局頑張ってあっても水が上がるんですよ。
[00:45:15 - 00:45:19] みんな一生懸命頑張るんだけど、結局最後に全部パワーなんです。
[00:45:20 - 00:45:22] 何にも結果がないんです。
[00:45:24 - 00:45:26] 虚しいんです。
[00:45:27 - 00:45:33] 子育てに必死になっているお母さんたちが知っているでしょうね。
[00:45:34 - 00:45:38] 一生懸命、命でもあげますよと思って子供育てるんだけど、
[00:45:39 - 00:45:42] 14、5、6になっちゃったらどうなるんですか、子供は。
[00:45:43 - 00:45:46] お母さんに分なくて出て行っちゃうんだから。
[00:45:47 - 00:45:51] それ自分が寂しくて一人でじっと待っているだけなんですよ。
[00:45:52 - 00:45:54] 全然帰ってこない。
[00:45:54 - 00:45:56] 帰ってこない。
[00:45:58 - 00:46:01] 結局最後はそんなもんなんですよ。
[00:46:04 - 00:46:10] 我々は年々病気になってくると、子供も助けにならないし、旦那も助けにならないし、
[00:46:11 - 00:46:16] お子さんも助けにならないし、薬も効かないし。
[00:46:19 - 00:46:22] で、虚しいんですね。
[00:46:23 - 00:46:28] ですからこの人生というのは究極的にすごく虚しいものである。
[00:46:29 - 00:46:31] 苦しいものであると。
[00:46:32 - 00:46:38] 我々の努力は結局無駄な方向の努力であるということをまず確認してください。
[00:46:39 - 00:46:41] ポイントはこれから来るんです。
[00:46:42 - 00:46:44] それは暗い確認なんです。
[00:46:45 - 00:46:48] 暗い確認だけど本当なんです。
[00:46:48 - 00:46:51] その本当のものを確認した上で。
[00:47:18 - 00:47:22] それをしっかり確認して、忘れないように。
[00:47:23 - 00:47:29] できれば自分の部屋や台所やトイレでもあっちこっち書いておいてください。
[00:47:30 - 00:47:32] もう暗いこの文章。
[00:47:38 - 00:47:43] それは皆様のストレスと病気を治す方法を通しておっしゃっているんだから、
[00:47:44 - 00:47:46] 試しにやってみてください。
[00:47:47 - 00:47:52] 人生は結局どう頑張っても虚しいですと。
[00:47:53 - 00:47:56] どんなことをしたっても苦しいですよと。
[00:47:57 - 00:47:59] 最後は全部パーだと。
[00:48:02 - 00:48:04] で、書いてみてください。
[00:48:05 - 00:48:09] 一週間以内で皆様方何が結果を得られるはずなんです。
[00:48:17 - 00:48:19] まあ、どっちも。
[00:48:20 - 00:48:23] で、それからのポイントなんですね。
[00:48:24 - 00:48:27] 今皆様方は私に答えてくれたんです。
[00:48:30 - 00:48:33] じゃあ皆様方は一応答え知ってるんです。
[00:48:34 - 00:48:39] じゃあ人生は結局最後はそうだから、どうすればいいんですかね。
[00:48:40 - 00:48:43] 今皆様が何をなさったんですか。私の話を聞いて。
[00:48:44 - 00:48:46] 何ともなくニクニク笑ったでしょ。
[00:48:48 - 00:48:50] そこなんですよ。別に。
[00:48:52 - 00:48:57] だから結局もうアホなことをやっているのは祖先。
[00:48:58 - 00:49:04] ですから何で苦しんでひどい顔をして泣きながら悩みながらいるんですかね。
[00:49:05 - 00:49:07] 何の意味もないんですよ。
[00:49:07 - 00:49:14] 必死で鬼の顔をして勉強したっても結局もうバカになるんだから最後に。
[00:49:15 - 00:49:20] どれほど勉強したっても歳とっちゃったらもうただのアホですから。
[00:49:21 - 00:49:24] あの勉強は全部無駄なんです。
[00:49:25 - 00:49:31] そこで我々男たちが若い時は一生懸命元気で健康的で頑張っちゃうでしょ。
[00:49:32 - 00:49:35] 歳とると奥さんの手を繋がって歩くんですね。
[00:49:35 - 00:49:38] 恥ずかしくてしょうがないでしょうね。男なのに。
[00:49:39 - 00:49:45] 奥さんが小さい時は体が弱いんだけどもう80歳になってもいくらか元気なんですね。
[00:49:46 - 00:49:54] 僕はもう老婦婦を見るんです。いつでも老婦婦の間では旦那さんがものすごい体が病弱弱いんですね。
[00:49:55 - 00:50:00] 奥さんの方がいつでも支えている。奥さんも病気でおばあちゃんなんなんで。
[00:50:00 - 00:50:06] そんなに年取っている自分の旦那さんを支えているんですね。
[00:50:06 - 00:50:09] だからおかしいんじゃないんですよ、世の中っていうのは。
[00:50:09 - 00:50:17] 男はすごい力を削ぐために頑張ったのに、なんだあの結果は。
[00:50:17 - 00:50:25] ですから我々は必死でスポーツするわ、勉強するわ、仕事をするわ、お化粧をするわ、
[00:50:25 - 00:50:33] いろんなことをして、結局何もないんだから私が言うのは楽にしなさいと。
[00:50:33 - 00:50:37] そんなにストレスたまる必要ないんだと。
[00:50:37 - 00:50:42] 勉強は気楽にしてくださいと。楽しくお遊びとして。
[00:50:42 - 00:50:48] 遊びは最後に何もないでしょ。人生っていうのはゲームみたいなもんだから。
[00:50:48 - 00:50:54] ゲームっていうのはやるときは楽しいんだけど終わったらゲームオーバー、終わり。
[00:50:54 - 00:50:57] ゲームセンターいろいろありますね、100円、200円入れて、
[00:50:57 - 00:51:00] もうなんとかちゃーちゃーかちゃかちゃかとやってゲームやってますね。
[00:51:00 - 00:51:04] それもう100円切れちゃったらゲームオーバーと。
[00:51:04 - 00:51:08] それで悔しいんだけど帰らなくちゃいけないんですね。
[00:51:08 - 00:51:11] 人生はそんなもんなんですね。
[00:51:11 - 00:51:16] 女性の若いときの美しい戦いも一つのゲームなんですよ。
[00:51:16 - 00:51:20] それは35、40代になるまでそれをゲームをやって、
[00:51:20 - 00:51:24] 中年になってきたらもうゲームオーバー、やめてくださいと。
[00:51:24 - 00:51:29] 我々はそうじゃなくてまたさらに進む場合もありますけど、それは何にもないです。
[00:51:29 - 00:51:35] 男の力強さのゲームも40代になってくるともうほとんどゲームオーバーなんです。
[00:51:38 - 00:51:46] ですからそれになんでそんなに必死で歯を噛んで鬼の顔をしてやってますか。
[00:51:50 - 00:51:54] すごく楽にしましょう。
[00:51:54 - 00:51:59] スポーツと同じですよ、全部人生は。
[00:51:59 - 00:52:03] 例えば野球とか見にいらっしゃるでしょ。
[00:52:03 - 00:52:12] でその時いて負けもいろいろ叫んだり泣いたりいろいろ応援したりして終わったら帰るでしょうね。
[00:52:14 - 00:52:16] それだけのことだから。
[00:52:16 - 00:52:23] ですから仕事にしろうか、子育てにしろうか、教育にしろうか、
[00:52:25 - 00:52:35] うちの奥さんのうちの仕事であろうか、すごくリラックスでニコニコのんびり、
[00:52:35 - 00:52:42] のんびりという言葉ちょっとおかしいんだけど、ニコニコとやらなくちゃいけないんですよ。
[00:52:42 - 00:52:48] それできるなのは何も最後に意味がない場合だけなんです。
[00:52:49 - 00:52:53] これ大変だこれ大事だと思うとみんな神経になっちゃうんです。
[00:52:55 - 00:53:00] でも大変だ大事だということは何一つも世の中でないんです。
[00:53:01 - 00:53:03] 全部あるんです。
[00:53:04 - 00:53:09] 例えばミスビジとか名前をあけるのは大切なんですけど、
[00:53:09 - 00:53:15] 大きな会社がありますね日本では巨大な会社とか。
[00:53:15 - 00:53:25] そういう巨大な会社作ったっても超単にお金持っていたっても死ぬときは何にも持っていかない。
[00:53:26 - 00:53:32] ただ一円もなし人で死んじゃうんでしょ。
[00:53:32 - 00:53:36] だからバカバカらしいんじゃないんですか結局。
[00:53:36 - 00:53:39] 必死で何のために金を受けたんですかね。
[00:53:39 - 00:53:42] あれ何の役に立ったんですかね。
[00:53:42 - 00:53:44] 何もないんです。
[00:53:44 - 00:53:51] ですから皆様方できればそみともでもいいんだけどミスビジでもいいんだけどトヨタでもいいんだけど、
[00:53:52 - 00:53:57] それぐらい大きな会社作れたからどうぞ作ってください。
[00:53:57 - 00:54:00] でもそれに命だけかけるなと。
[00:54:00 - 00:54:03] そんなものは原因であると。
[00:54:03 - 00:54:08] ちょっとした退屈だからする原因なんですよ。
[00:54:11 - 00:54:17] それは真実ですからそれを理解すればパッと人生明るくなるんです。
[00:54:18 - 00:54:21] ですからお釈迦様は人生は苦であると。
[00:54:21 - 00:54:23] むなしいんであると。
[00:54:23 - 00:54:29] おっしゃったのはそれを理解するたびに人間が幸福を見つかるんです。
[00:54:30 - 00:54:35] 皆様方天国にいてあるいは極楽堂にいて幸福になると思っているでしょう。
[00:54:37 - 00:54:40] だからそこがおかしいんですよ。
[00:54:40 - 00:54:49] 今人生一生苦しんで一生バカをして死ぬ時もバカを見るだけでやって極楽には行けません。
[00:54:51 - 00:54:55] 今もダメな人はどうやってすぐに良くなるんですかね。
[00:54:56 - 00:54:59] ですから僕は本気で言ってますよ。
[00:54:59 - 00:55:07] 今の人生はすごい真剣に真面目に皆に迷惑をかけてイスレスばっかりしてたまっている人が
[00:55:07 - 00:55:13] 死ぬ瞬間になったってものすごいストレス溜まっちゃって死にますから
[00:55:13 - 00:55:18] どうも残念ながら明るいところに行けるということはちょっと難しいんです。
[00:55:21 - 00:55:26] 今から明るさを見つからないと捕まってないと。
[00:55:27 - 00:55:31] 今もリラックスしてのんびりアイス死んでもいいんだと。
[00:55:32 - 00:55:36] もう人生はゲームだから死ぬまでのゲームだと。
[00:55:38 - 00:55:46] この仏教でこの瞑想をして完璧に悟り開いた人がアラカンと呼ぶんです、ムッダと呼ぶんです。
[00:55:47 - 00:55:52] そのアラカンになった人は何も欲望はないんだと。
[00:55:53 - 00:55:57] 欲望はないんだから何のために生きてるんですかと。
[00:55:58 - 00:56:01] そういう質問をしてからたことがあるんですね。
[00:56:02 - 00:56:09] そこで答えたのは別に目的がいるわけじゃなくて目的は何もないんだと。
[00:56:10 - 00:56:12] ただ死ぬまで待ってるんだと。
[00:56:17 - 00:56:20] それは理想的な生き方なんですよ。
[00:56:23 - 00:56:27] ちょっと死ぬまで待ってろ、それだけのことなんです。
[00:56:27 - 00:56:32] ですから何だこんな戦争みたいな生きる戦いかと。
[00:56:33 - 00:56:36] みんな戦争みたいに生きるたびに戦ってるんです。
[00:56:38 - 00:56:40] 戦っても勝てないでしょうに。
[00:56:41 - 00:56:44] 生きるためにいくら戦っても死ぬんだから。
[00:56:46 - 00:56:49] だからかわいそうになんで殺しむんですかね。
[00:56:50 - 00:56:53] この短い人生で瞬間も殺しむ必要はないんです。
[00:56:53 - 00:56:56] 一層でも明るく明るくいることはできるんです。
[00:56:57 - 00:57:01] できるのはただバカみたく明るくなったらただのバカですから。
[00:57:03 - 00:57:05] 知識的に明るくならなくちゃいけない。
[00:57:06 - 00:57:09] どうやって知識的に明るくなるかというと、
[00:57:10 - 00:57:13] 人生は結局虚しいんだから。
[00:57:14 - 00:57:17] 結局どう頑張ってもパダから。
[00:57:17 - 00:57:19] どう頑張ってもパダから。
[00:57:23 - 00:57:24] じゃあ明るくしましょう。
[00:57:27 - 00:57:33] 必死で仕事をしたっても55歳60歳になると我々は払い箱でしょう。
[00:57:35 - 00:57:40] ですからこの会社にいる短い間では元気で気持ちよく仲良く
[00:57:41 - 00:57:44] お互いに足を引っ張らないでお互いに嫉妬しないで
[00:57:44 - 00:57:46] 頑張ればいいのに。
[00:57:48 - 00:57:53] そういうところは会社の中でものすごい弱肉強食の戦争なんですね。
[00:57:55 - 00:57:58] だから自分で勝手に苦しんでるんです。
[00:58:00 - 00:58:02] それで病気になるんです。
[00:58:03 - 00:58:07] ですから病気を治す体を治す2番目のポイントは
[00:58:08 - 00:58:11] 全てのものは苦であることを理解して
[00:58:11 - 00:58:15] 物事にそれほど真剣にとらわれないで
[00:58:16 - 00:58:20] ものすごく明るく明るくその瞬間その瞬間
[00:58:21 - 00:58:23] 充実して生きることです。
[00:58:24 - 00:58:27] 覚えておいてください。ちょっと文章は長いんだけど。
[00:58:31 - 00:58:33] 人生は苦しいであることを理解して
[00:58:35 - 00:58:37] 物事に執着しないで
[00:58:37 - 00:58:42] その時その時明るく充実して
[00:58:43 - 00:58:46] その瞬間その瞬間生きることです。
[00:59:07 - 00:59:29] ですから分かりやすくすごく引いて短くしています。
[00:59:30 - 00:59:41] 今の瞬間私だけに明るくニコニコと元気でいることができれば
[00:59:42 - 00:59:44] それで満足してください。
[00:59:46 - 00:59:48] 例えば病気であろうがいいんですよ。
[00:59:49 - 00:59:50] 今の瞬間どうですかと。
[00:59:51 - 00:59:53] 今は別にいくらか我慢できると。
[00:59:54 - 00:59:55] それで十分じゃないんですかと。
[00:59:59 - 01:00:00] はい。
[01:00:00 - 01:00:05] それはものすごい高度な深い心理なんです。
[01:00:05 - 01:00:12] 僕はものすごくもう皆様におっしゃっていることは今も実践して喋っているんだから
[01:00:12 - 01:00:18] なんかいい加減が喋っているような感じなんですけど、本当はすっごい深い
[01:00:18 - 01:00:25] 宇宙の法則の心の法則の心理に基づいて今も喋っているんですよ。
[01:00:25 - 01:00:30] そういうことを言っちゃったら皆様方も驚くほど難しい世界かもしれません。
[01:00:30 - 01:00:35] でも、だから言って私もそんなことはどうでもいいということで
[01:00:35 - 01:00:41] もう今さえ明るく皆様が理解すればいいということで簡単に喋るんです。
[01:00:41 - 01:00:47] でも今私が言っていることは一つも冗談ではありません。
[01:00:48 - 01:00:53] 心理であることだけもう覚えておいてください。
[01:00:55 - 01:01:02] そこで、ちょっと伝統的な仏教に戻りますけど、
[01:01:02 - 01:01:17] 我々にこの仏教の人々に、お釈迦様が大変親切によく毎日毎朝観察するものを教えているんです。
[01:01:18 - 01:01:22] 人間は余計なことを考えるんだから、お釈迦様はそんな余計なことを考えるなと。
[01:01:22 - 01:01:28] 考えたら、あんた方はもう先者さんのご飯を食べてね、とんでもないんだと。
[01:01:28 - 01:01:34] ですから、こういうふうに考えてくださいと。
[01:01:34 - 01:01:38] その方が明るい考え方だとおっしゃっているんです。
[01:01:38 - 01:01:41] 明るい考え方だとおっしゃっているのは、
[01:01:41 - 01:01:52] いっすでも自分の体はすごい汚いんだと、臭いんだと、醜いんだと、ものすごい不浄だと、
[01:01:52 - 01:01:58] 徹底的に実感して観察しなさいと。
[01:01:58 - 01:02:01] 皆さんもそう考えてください。
[01:02:01 - 01:02:06] 皆さんとちょっと違うんです。我々は皆様というのは失礼なんですけど、
[01:02:06 - 01:02:10] 世の中の人間が考えていることとは違うんで、お釈迦様が言うことは。
[01:02:10 - 01:02:15] お釈迦様はそういう考え方が明るいだと思っているんです。
[01:02:15 - 01:02:21] その体は古い便状に例えているんです。
[01:02:21 - 01:02:25] 古いというものをすかってすかって、もうそれ以上すかえない。
[01:02:25 - 01:02:31] もう、いわゆる不浄なものでも満杯になっているんです。
[01:02:31 - 01:02:36] 古い満杯になっている便状というのは、
[01:02:36 - 01:02:40] 大人の人間の身体の中で、
